"Amount" "Sale" "Time" "Quits" "Neuroticism" "Extraversion" "Openness" "Agreeableness" "Conscientiousness"
"59" 36.17 0 0.959339706072015 TRUE 3.14583333333333 3.29166666666667 3.22916666666667 3.52083333333333 2.97916666666667
"60" 32.57 0 0.850467072269896 TRUE 2.70833333333333 3.58333333333333 3.27083333333333 2.9375 2.9375
"61" 35.34 1 0.881667507390078 TRUE 3.27083333333333 3.9375 3.625 3.66666666666667 3.45833333333333
"62" 33.6 0 0.578025424067084 TRUE 2.75 3.39583333333333 3.5 3.52083333333333 3.39583333333333
"63" 30.19 1 0.8839151736855 TRUE 2.6875 2.89583333333333 3.41666666666667 3.27083333333333 3.47916666666667
"64" 50.96 0 0.0179032219873034 TRUE 3.60416666666667 2.85416666666667 3.91666666666667 3.6875 1.8125
"65" 39.16 1 1.05880730580639 FALSE 2.91666666666667 3.39583333333333 3.22833333333333 3.5 2.5
"66" 26.57 1 0.694035855224653 TRUE 2.52083333333333 3.6875 3.60416666666667 3.39583333333333 3.95833333333333
"67" 38.1 0 0.132620698033673 TRUE 3.10416666666667 3.8125 4.0625 3.77083333333333 2.83333333333333
"68" 27.16 0 0.55410523395429 FALSE 2.58333333333333 3.25 2.875 3.27083333333333 3.72916666666667
"69" 29.73 0 0.971404273488424 TRUE 2.39583333333333 3.54166666666667 3.75 3.47916666666667 3.41666666666667
"70" 21.58 1 0.627719210878293 FALSE 1.6875 4.25 3.9375 3.625 3.64583333333333
"71" 34.52 1 0.10572200649673 TRUE 3.29166666666667 3.16666666666667 3.8125 3.14583333333333 3.41666666666667
"72" 31.92 1 0.658840557086122 TRUE 2.33333333333333 3.58333333333333 3.72916666666667 3.7875 2.8125
"73" 40.15 1 0.332028497883166 TRUE 3.29166666666667 3.625 3.64583333333333 3.66666666666667 2.72916666666667
"74" 32.25 1 0.836627480258395 TRUE 2.60416666666667 3.14583333333333 3.27083333333333 3.5 3.16666666666667
"75" 21.06 1 1.14867715165797 TRUE 2.04166666666667 3.0625 3.5 3.58333333333333 3.97916666666667
"76" 38.92 0 0.598484158534297 TRUE 3.08625 3.47916666666667 3.41666666666667 3.54354166666667 2.97916666666667
"77" 33.27 1 0.488541095893041 TRUE 2.91666666666667 3.25 3.75 3.1875 3.5
"78" 36.35 0 0.678769659284059 TRUE 3.10416666666667 3.4375 2.88458333333333 3.1875 3.14583333333333
"79" 27.53 1 1.56867976479854 FALSE 2.52083333333333 3.54166666666667 3.83333333333333 3.54166666666667 3.54166666666667
"80" 31.45 1 0.26843819526272 TRUE 2.4375 3.70833333333333 3.16666666666667 3.52083333333333 3.14583333333333
"81" 39.63 1 0.82263005247058 FALSE 2.97916666666667 3.33333333333333 3.4375 3.375 2.79166666666667
"82" 36.48 1 1.10076335078818 TRUE 2.75 3.85416666666667 4.3125 3.54166666666667 2.75
"83" 50.05 0 1.26391185761679e-06 TRUE 4.10416666666667 3.52083333333333 4.40708333333333 3.604375 2.33333333333333
"84" 36.68 1 0.681240478892893 FALSE 2.83333333333333 3.52083333333333 3.9375 3.22916666666667 2.89583333333333
"85" 42.08 0 1.06702921837534 TRUE 3.29166666666667 3.64583333333333 3.41666666666667 3.1875 2.5625
"86" 36.81 1 0.786561247925041 FALSE 3.5 3.29166666666667 3.5625 3.0625 3.5625
"87" 42.11 0 0.604506381349853 TRUE 3.64583333333333 2.61895833333333 3.47916666666667 3.41666666666667 2.875
"88" 30.41 0 0.658510344098577 FALSE 3.04041666666667 3.0625 2.97916666666667 3.3125 3.77083333333333
"89" 42.81 1 0.323621482676184 TRUE 3.10416666666667 3.35416666666667 3.8125 3.20833333333333 2.4375
"90" 31.59 1 0.156747398083813 TRUE 2.58333333333333 3.33333333333333 3.20833333333333 2.91666666666667 3.16666666666667
"91" 35.81 0 0.71070824739354 FALSE 3 3.66666666666667 3.47916666666667 3.35416666666667 3.02083333333333
"92" 38.15 0 0.50360040005541 TRUE 2.89583333333333 3.5625 3.52083333333333 3.16666666666667 2.79166666666667
"93" 22.81 1 0.873308167576012 TRUE 2.25 3.66666666666667 3.6875 3.8125 3.85416666666667
"94" 31.87 1 0.505070350046902 TRUE 2.75 3.33333333333333 3.64583333333333 3.5625 3.25
"95" 34.6 1 0.316804873972437 TRUE 2.73208333333333 3.77083333333333 3.27083333333333 3.16125 2.89583333333333
"96" 20.07 0 0.266814110010524 TRUE 1.89583333333333 3.8125 3.75 2.33333333333333 4.02083333333333
"97" 24.3 1 0.944766062145234 TRUE 2.10416666666667 3.77083333333333 3.22916666666667 3.79166666666667 3.64583333333333
"98" 38.61 1 0.0648912324225421 TRUE 2.79166666666667 3.39583333333333 3.16666666666667 3.08333333333333 2.60416666666667
"99" 33.72 1 0.235463860032935 TRUE 2.72916666666667 3.66666666666667 3.41666666666667 3.70833333333333 3.04166666666667
"100" 39.4 0 0.467249838118499 TRUE 3.25 3.27083333333333 3.33333333333333 3.39583333333333 2.89583333333333
"101" 36 0 0.830694655134767 FALSE 3.1875 3.1875 3.89583333333333 4.16666666666667 3.47916666666667
"102" 24.9 0 0.879717209265412 TRUE 2.35416666666667 2.5625 3.54166666666667 3.52083333333333 3.91666666666667
"103" 31.98 0 0.787507276251087 TRUE 3.14583333333333 3.66666666666667 3.25 3.58333333333333 3.72916666666667
"104" 44.82 1 0.0740594801142052 TRUE 3.70833333333333 3.72916666666667 3.95833333333333 3.0625 2.6875
"105" 32.77 0 0.75662922007939 TRUE 2.85416666666667 3.79166666666667 3.64583333333333 3.52520833333333 3.29166666666667
"106" 35.75 1 0.458918785524437 TRUE 3.20833333333333 3.45833333333333 3.64583333333333 2.97916666666667 3.27083333333333
"107" 33.67 1 1.57484635100742 TRUE 2.79166666666667 3.8125 3.625 3.60416666666667 3.22916666666667
"108" 40.49 1 0.383902064492872 TRUE 3.91666666666667 3.16666666666667 3.27083333333333 3.70833333333333 3.4375
"109" 34.78 0 0.414275332819419 TRUE 3.22916666666667 3.4375 3.39583333333333 3.29166666666667 3.1875
"110" 31.53 1 0.999052816891783 FALSE 2.70833333333333 3.10416666666667 3.66666666666667 3.54166666666667 3.3125
"111" 37.11 1 0.229068097962918 TRUE 3.125 3.41666666666667 4.08333333333333 3.39583333333333 3.14583333333333
"112" 32.64 1 0.579315208804964 TRUE 3.07125 3.33333333333333 3.79166666666667 4.27083333333333 3.83333333333333
"113" 41.08 0 0.452555873807014 TRUE 3.625 2.33333333333333 2.9375 3.375 3.20833333333333
"114" 29.46 1 0.961963314541892 FALSE 2.0625 3.47604166666667 3.1875 3.5625 3.02083333333333
"115" 26.93 1 1.67002792333215 FALSE 2.16666666666667 3.91666666666667 4 3.75 3.41666666666667
"116" 22.22 1 1.66937466319935 TRUE 1.9375 3.8125 3.95833333333333 3.89583333333333 3.79166666666667
"117" 41.79 1 0.498040300968286 TRUE 3.4375 3.02083333333333 3.5625 3.41666666666667 2.79166666666667
"118" 31.46 0 0.140017938558529 TRUE 2.45833333333333 4 3.5625 3.5 3.27083333333333
"119" 37.46 1 0.406674432109088 TRUE 3.33333333333333 3.5 3.58333333333333 3.625 3.35416666666667
"120" 30.24 1 0.486345231496837 FALSE 2.54166666666667 3.85416666666667 4 3.16666666666667 3.58333333333333
"121" 35.96 1 0.215691843943563 TRUE 3.33333333333333 3.77083333333333 3.41666666666667 3.54166666666667 3.1875
"122" 36.87 1 0.779718491287913 TRUE 3.60416666666667 3.1875 3.8125 3.5625 3.45833333333333
"123" 36.19 1 0.0931762032920524 TRUE 2.8125 2.95833333333333 3.35416666666667 3.625 3
"124" 32.22 1 1.33545115199558 FALSE 2.875 2.95833333333333 3.375 3.52083333333333 3.35416666666667
"125" 28.89 1 1.13990793754792 TRUE 1.91666666666667 4.10416666666667 3.64583333333333 3.85416666666667 2.70833333333333
"126" 39.89 1 0.830544283888565 TRUE 3.1875 3.16666666666667 3.6875 3.52083333333333 2.83333333333333
"127" 42.85 1 0.345749777441422 TRUE 3.3125 3.64583333333333 4.10416666666667 3.83333333333333 2.58333333333333
"128" 28.1 1 0.86302453385576 TRUE 2.37104166666667 3.33854166666667 2.66666666666667 3.59729166666667 3.5625
"129" 36.04 0 1.07472803857402 FALSE 3.14583333333333 3.5625 3.5625 3.45833333333333 3.4375
"130" 32.88 1 1.34134936278209 FALSE 2.97916666666667 3.22916666666667 3.3125 3.77083333333333 3.4375
"131" 32.01 0 1.23439331135261 FALSE 2.83333333333333 3.20083333333333 3.40375 3.44229166666667 3.40208333333333
"132" 35.66 1 0.771029415932221 TRUE 3.22916666666667 3.625 4.125 3.04166666666667 3.4375
"133" 40.97 1 0.606817882117474 TRUE 3.875 2.64583333333333 3.625 2.52083333333333 3.29166666666667
"134" 29.01 0 1.07481128981737 FALSE 3.02083333333333 3.4375 3.16666666666667 3.64583333333333 4.04166666666667
"135" 29.9 1 0.312958530015935 TRUE 2.58333333333333 3.64583333333333 3.20833333333333 4.02083333333333 3.4375
"136" 38.78 0 1.05848686966532 TRUE 3 3.02083333333333 3.75 3.8125 2.72916666666667
"137" 37.46 1 1.02562587802558 TRUE 3.0625 3.97916666666667 4.08333333333333 3.3125 3.02083333333333
"138" 41.33 0 0.22219705039756 TRUE 3.5625 2.35416666666667 3.25 3.25 2.79166666666667
"139" 30.93 1 0.59589590978065 TRUE 2.47916666666667 3.52083333333333 3.56166666666667 3.8125 3.16666666666667
"140" 32.04 0 0.482303360785446 TRUE 2.60333333333333 3.625 2.91666666666667 2.95833333333333 2.95833333333333
"141" 44.32 1 0.266545927687422 TRUE 3.79166666666667 3.02083333333333 4.4375 3.4375 2.83333333333333
"142" 33.16 0 1.09071993220063 FALSE 3.02083333333333 3.64583333333333 3.22916666666667 2.875 3.47916666666667
"143" 30.86 0 0.86799400411907 TRUE 2.5625 3.54166666666667 3.875 3.85416666666667 3.3125
"144" 38.49 1 0.699211762657474 TRUE 3.25 3.89583333333333 3.64583333333333 3.41666666666667 3.16666666666667
"145" 36.83 1 1.904266893181 TRUE 3.02083333333333 3.77083333333333 4.02083333333333 3.39583333333333 3.10416666666667
"146" 31.49 1 0.496354762277886 TRUE 2.35416666666667 4.41666666666667 4.58333333333333 3.0625 3.33333333333333
"147" 28.28 1 0.790970325012161 TRUE 2.3125 3.6875 3.29166666666667 2.8125 3.5625
"148" 36.54 0 1.16467983139909 FALSE 2.64583333333333 3.3125 3.25 3.35416666666667 2.52083333333333
"149" 29.57 1 0.829380374405388 TRUE 2.72916666666667 3.875 3.85416666666667 3.0625 3.33333333333333
"150" 36.67 0 0.527801087493707 TRUE 3.16666666666667 3.52083333333333 3.85416666666667 3.16666666666667 3.39583333333333
"151" 33.15 0 0.793850692323376 TRUE 2.58333333333333 3.64583333333333 3.64583333333333 3.16666666666667 2.9375
"152" 28.5 0 0.27704737123048 TRUE 2.64583333333333 3.39229166666667 3.44979166666667 3.625 3.54166666666667
"153" 36.23 1 0.180464767706279 TRUE 3.10416666666667 3.47916666666667 4.04166666666667 3.70833333333333 3.0625
"154" 35.17 1 1.02925236163934 TRUE 3.02083333333333 3.64583333333333 3.875 3.83333333333333 3.14583333333333
"155" 29.36 1 0.588388491894651 TRUE 1.9375 3.02083333333333 3.16666666666667 3.29166666666667 2.8125
"156" 32.28 0 0.861518313361996 TRUE 2.5625 3.3125 3.53041666666667 3.14583333333333 3.125
"157" 32.45 1 0.189971240251097 TRUE 2.52083333333333 3.58333333333333 3.95833333333333 3.3125 3.1875
"158" 29.64 1 1.71080053112772 FALSE 2.77083333333333 3.41666666666667 3.58333333333333 3.41666666666667 3.58333333333333
"159" 30.77 1 1.43776420116659 TRUE 2.6875 3.47916666666667 3.97916666666667 3.33333333333333 3.875
"160" 34.23 1 0.145033718104736 TRUE 2.39583333333333 3.6875 4.35416666666667 3.60416666666667 2.9375
"161" 33.96 0 0.325407579154812 TRUE 2.79166666666667 3.9375 3.3125 3.33333333333333 3.1875
"162" 35.4 1 0.219313694607433 TRUE 2.52083333333333 3.29166666666667 3.4375 3.70833333333333 2.5
"163" 25.52 1 0.897198655313869 FALSE 2.33333333333333 3.20833333333333 3.33333333333333 3.95833333333333 3.89583333333333
"164" 34.99 1 1.13058697856163 TRUE 2.79166666666667 3.83333333333333 3.79166666666667 3.375 2.85416666666667
"165" 38 1 0.805247272962049 FALSE 3.47916666666667 3.54166666666667 3.625 3.64583333333333 3.0625
"166" 32.47 1 0.749611706637625 FALSE 2.95833333333333 3.5 3.66666666666667 3.64583333333333 3.52083333333333
"167" 40.27 1 0.621214659460439 TRUE 3.58333333333333 2.58333333333333 3.08333333333333 3.45833333333333 3
"168" 28.69 1 1.37889249312624 TRUE 2.29166666666667 3.72916666666667 3.79166666666667 3.79166666666667 3.41666666666667
"169" 35.53 0 0.301631604595324 TRUE 2.97833333333333 3.22916666666667 4.22916666666667 3.04166666666667 3.25
"170" 28.09 1 0.950184504729491 TRUE 2.39583333333333 3.79166666666667 3.85416666666667 3.25 3.70833333333333
"171" 32.58 0 1.0503442252895 FALSE 2.5625 3.5 3.14583333333333 3.3125 3.08333333333333
"172" 33.39 1 1.18433027923796 TRUE 2.72916666666667 3.66666666666667 2.9375 3.52083333333333 3.0625
"173" 37.16 0 0.333476581604171 TRUE 3.125 2.52083333333333 2.64583333333333 3.75 3.20833333333333
"174" 49.31 1 0.018726690609268 TRUE 4.35416666666667 3.0625 4.22916666666667 3.77083333333333 2.85416666666667
"175" 40.03 0 0.874110868898208 TRUE 3.125 3.5625 3.52083333333333 3.45833333333333 2.77083333333333
"176" 45.12 1 0.243163365569468 TRUE 3.6875 2.95833333333333 3.5625 3.75 2.70833333333333
"177" 45.59 1 0.662715113635632 TRUE 3.64583333333333 3.70833333333333 3.54166666666667 4.02083333333333 2.29166666666667
"178" 36.09 1 0.282960953401779 TRUE 3.16666666666667 3.3125 3.25 3.79166666666667 3.04166666666667
"179" 39.46 1 0.449790970077671 TRUE 3.22916666666667 3.70833333333333 3.96375 2.75 2.97916666666667
"180" 30.35 1 0.60985358635803 TRUE 2.66666666666667 3.52083333333333 3.5625 3.64583333333333 3.4375
"181" 38.81 1 0.208913915887459 TRUE 3.125 3.64583333333333 4.08333333333333 3.72916666666667 2.91666666666667
"182" 35.57 1 0.956907733613986 TRUE 2.89583333333333 3.47916666666667 3.375 3.6875 3
"183" 31.35 0 0.478253778333054 TRUE 2.625 3.0625 3.3125 3.22916666666667 3.39583333333333
"184" 33.29 0 0.35672292640825 TRUE 2.70833333333333 3.33333333333333 3.60416666666667 3.45833333333333 3.16666666666667
"185" 33.75 1 0.935565208965739 TRUE 2.79166666666667 3 3.3125 3.33333333333333 3.27083333333333
"186" 36.76 0 0.482112480302245 TRUE 3.20833333333333 3.77083333333333 3.5625 3.5 3.0625
"187" 33.96 0 1.12558655400575 FALSE 3.02083333333333 3.27083333333333 3.16666666666667 2.89583333333333 3.125
"188" 31.52 0 1.20449942817528 FALSE 2.603125 3.29166666666667 3.24145833333333 3.04166666666667 3.14583333333333
"189" 40.66 1 1.79332941175475 FALSE 3.375 3.474375 3.45833333333333 3.50375 2.93125
"190" 28.65 1 0.427470593711277 TRUE 2.4375 3.45833333333333 3.5 3.8125 3.4375
"191" 32.62 1 0.369347245373834 TRUE 2.58333333333333 3.58333333333333 3.22916666666667 3.64583333333333 2.95833333333333
"192" 26.8 0 1.15657689885217 TRUE 1.89583333333333 3.35416666666667 3.1875 3.33333333333333 3.08333333333333
"193" 29.24 1 0.916791157481247 TRUE 2.20833333333333 3.66666666666667 3.72916666666667 3.52083333333333 3.25
"194" 36.82 1 0.513096528730871 TRUE 2.85416666666667 3.75 3.27083333333333 3.54166666666667 2.77083333333333
"195" 32.84 1 0.24173312205218 TRUE 2.60416666666667 3.83333333333333 4.125 3.45833333333333 2.79166666666667
"196" 36.79 1 1.44988342132404 TRUE 2.97916666666667 3.35416666666667 3.33333333333333 3.64583333333333 3.14583333333333
"197" 29.62 1 0.222500651502268 TRUE 2.39583333333333 3.41666666666667 3.5625 3.60416666666667 3.375
"198" 38.82 0 1.49895077107971 TRUE 3.0625 3.4375 3.32854166666667 3.04166666666667 3.125
"199" 38.64 1 1.50061814199668 TRUE 3.47916666666667 3.89583333333333 3.10416666666667 3.25 3.3125
"200" 29.58 0 1.58508106986767 TRUE 2.35416666666667 3.5625 3.54166666666667 3.45833333333333 3.14583333333333
"201" 33.06 0 0.65815514211091 TRUE 2.4375 3.72916666666667 2.911875 3.625 2.77083333333333
"202" 38.67 1 1.90649239515827 TRUE 3.39583333333333 3.75 4.04166666666667 4.0625 3.39583333333333
"203" 42.51 1 0.652518137633192 TRUE 3.54166666666667 3.5 3.72916666666667 2.35416666666667 2.72916666666667
"204" 31.13 1 1.48372912001282 TRUE 2.14875 4.02083333333333 3.79166666666667 2.58520833333333 2.75
"205" 42.59 1 0.353885323069998 TRUE 3.35416666666667 3.08333333333333 3.83333333333333 3.60416666666667 2.66666666666667
"206" 36.46 1 1.90059831802086 TRUE 2.9375 3.64583333333333 3.98541666666667 3.77083333333333 3.08333333333333
"207" 33.86 1 0.562884228309327 TRUE 2.79166666666667 3.89583333333333 4.20833333333333 3.3125 3.22916666666667
"208" 35.42 1 0.700692219472066 FALSE 3.10416666666667 3.375 3.20833333333333 3.875 3.0625
"209" 32.05 1 0.896701788944662 TRUE 2.8125 2.89583333333333 3.41666666666667 2.75 3.5
"210" 40.64 0 0.539777658375547 TRUE 3.125 3.70833333333333 3.5 3.54166666666667 2.6875
"211" 28.03 0 0.6296262129955 FALSE 2.375 3.375 3.85416666666667 3.5 3.39583333333333
"212" 34.32 0 0.467041786249922 TRUE 3.125 2.79166666666667 3.41666666666667 3.29166666666667 3.375
"213" 33.94 0 0.37912870164576 TRUE 2.75 3.64583333333333 3.6875 3.29166666666667 3.32104166666667
"214" 31.22 1 0.210600466678128 TRUE 1.95833333333333 4.29166666666667 4.3125 2.72916666666667 2.79166666666667
"215" 25.51 1 0.886816431772353 FALSE 2.375 3.08333333333333 3.54166666666667 3.04166666666667 3.70833333333333
"216" 33.15 0 1.04623472406852 TRUE 2.83333333333333 3.52083333333333 3.39583333333333 2.91666666666667 3.1875
"217" 31.34 1 0.258359370378175 TRUE 2.52083333333333 3.40125 3.39583333333333 3.5 3.25
"218" 26.82 1 0.761738666382686 TRUE 2.04458333333333 3.27083333333333 4.08333333333333 4.08520833333333 3.39583333333333
"219" 27.02 0 1.85650290694031 TRUE 2.58333333333333 3.64583333333333 3.70833333333333 3.27083333333333 3.9375
"220" 38.72 0 0.632576153278167 TRUE 3.70833333333333 2.77083333333333 3.83333333333333 2.72916666666667 3.52083333333333
"221" 36.77 1 0.222011362311612 TRUE 2.91666666666667 3.62020833333333 3.91666666666667 3.47916666666667 2.79166666666667
"222" 29.23 0 1.24456209016178 TRUE 2.4375 3.85416666666667 3.6875 4.02083333333333 3.52083333333333
"223" 32.59 0 0.434436956310433 TRUE 2.625 3.25 2.91666666666667 2.97916666666667 2.8125
"224" 29.36 1 0.974061307841359 TRUE 2.60708333333333 3.54166666666667 3.72916666666667 3.314375 3.47916666666667
"225" 34.82 1 1.23993988254161 TRUE 2.66958333333333 3.9375 3.89583333333333 3.60604166666667 3.1875
"226" 22.36 1 0.489919464325698 FALSE 2.25 3.41666666666667 4.05770833333333 3.77083333333333 4.0625
"227" 28.14 1 0.353756199196973 TRUE 2.35416666666667 3.6175 3.375 3.875 3.45833333333333
"228" 34.78 1 0.285847299772652 TRUE 3 3.57166666666667 3.41666666666667 2.97916666666667 3.20833333333333
"229" 30.5 1 1.23641674636629 TRUE 2.72916666666667 3.20833333333333 3.91666666666667 3.58333333333333 3.66666666666667
"230" 30.93 0 1.26832769763447 TRUE 2.27083333333333 3.5625 3.58333333333333 3.33333333333333 3.08333333333333
"231" 36.5 0 0.297287344660095 TRUE 2.70833333333333 3.97916666666667 3.58333333333333 2.77083333333333 3.02083333333333
"232" 35.08 1 0.371229514245669 TRUE 2.77083333333333 3.5 3.91666666666667 3.45833333333333 2.85416666666667
"233" 27.57 1 1.27909271785384 TRUE 2.83333333333333 3.39583333333333 3.97916666666667 3.6875 4.125
"234" 31.91 0 0.586955325645245 TRUE 2.6875 3.41666666666667 3.1875 3.0625 3.47916666666667
"235" 31.91 0 0.477592373638173 TRUE 2.58333333333333 3.33333333333333 3.5625 3.5 3.41666666666667
"236" 35.14 1 0.958429547175363 TRUE 2.89583333333333 3.72916666666667 3.5625 3.22916666666667 3.27083333333333
"237" 34.8 1 0.280693328243518 TRUE 2.875 3.5625 3.47916666666667 3.31541666666667 3.20833333333333
"238" 37.5 0 0.282114716619406 TRUE 3.20833333333333 3.26625 3.54166666666667 3.54166666666667 3.16666666666667
"239" 23.73 0 0.568797974557583 TRUE 2.20833333333333 4.08333333333333 3.41666666666667 3.29166666666667 3.75
"240" 26.42 0 0.623970479593398 TRUE 2.75 4.10416666666667 3.875 3.9375 4.29166666666667
"241" 37.03 1 0.573825319264226 TRUE 2.875 3.91666666666667 3.75 2.97916666666667 2.77083333333333
"242" 39.49 0 0.232417815179902 TRUE 3.5 2.79166666666667 3.1875 3.22916666666667 3.10416666666667
