"EmpID" "Month" "nSales" "TotSales"
"175" 400 7 17 18494.23
"176" 400 8 18 18706.31
"177" 400 9 19 18407.76
"178" 400 10 15 15219.92
"179" 400 11 23 22914.86
"180" 400 12 25 24741.72
"181" 401 1 8 7948.6
"182" 401 2 16 15464.91
"183" 401 3 16 16948.03
"184" 401 4 19 19064.24
"185" 401 5 9 8345.43
"186" 401 6 NA NA
"187" 401 7 26 25648.72
"188" 401 8 19 18449.97
"189" 401 9 25 25395.58
"190" 401 10 22 22902.85
"191" 401 11 23 20480.33
"192" 401 12 24 21938.01
"193" 402 1 10 9845.04
"194" 402 2 14 13831.59
"195" 402 3 16 14209.9
"196" 402 4 20 18856.87
"197" 402 5 18 18219.97
"198" 402 6 20 20331.8
"199" 402 7 17 17556.17
"200" 402 8 20 19898.71
"201" 402 9 21 21899.09
"202" 402 10 33 33374.43
"203" 402 11 33 31358.66
"204" 402 12 24 22694.05
"205" 403 1 9 8538.38
"206" 403 2 16 14561.74
"207" 403 3 14 13409.27
"208" 403 4 15 15554.81
"209" 403 5 13 13406.03
"210" 403 6 17 16338.29
"211" 403 7 28 28545.35
"212" 403 8 29 29251.05
"213" 403 9 26 24809.43
"214" 403 10 17 18606.55
"215" 403 11 24 26289.97
"216" 403 12 25 25207.27
"217" 404 1 17 15738.45
"218" 404 2 13 11806.36
"219" 404 3 21 19856.18
"220" 404 4 18 18075.54
"221" 404 5 27 26761.92
"222" 404 6 28 28507.65
"223" 404 7 22 19940.92
"224" 404 8 25 24857.76
"225" 404 9 24 23479.13
"226" 404 10 29 27498.49
"227" 404 11 27 24849.83
"228" 404 12 30 28507.75
"229" 405 1 18 18092.3
"230" 405 2 22 22040.46
"231" 405 3 21 20708.44
"232" 405 4 23 20807.94
"233" 405 5 29 28035.05
"234" 405 6 16 14515.6
"235" 405 7 19 19400.42
"236" 405 8 23 23544.61
"237" 405 9 31 29614.16
"238" 405 10 35 32686.89
"239" 405 11 23 23511.07
"240" 405 12 23 21453.83
"241" 406 1 21 22197.86
"242" 406 2 23 23417.44
"243" 406 3 18 16544.78
"244" 406 4 25 24692.58
"245" 406 5 23 21537.02
"246" 406 6 21 19141.53
"247" 406 7 17 17219.38
"248" 406 8 29 28045.96
"249" 406 9 31 27670.46
"250" 406 10 27 25086.51
"251" 406 11 30 27898.97
"252" 406 12 30 28808.47
"253" 500 1 13 13713.25
"254" 500 2 13 14494.45
"255" 500 3 10 11150.64
"256" 500 4 10 9591.32
"257" 500 5 15 14359.48
"258" 500 6 19 19468.64
"259" 500 7 25 24695.29
"260" 500 8 20 19329.96
"261" 500 9 20 20671.56
"262" 500 10 38 39632.23
"263" 500 11 22 22424.34
"264" 500 12 18 18913.88
"265" 501 1 13 13472.5
"266" 501 2 9 9007.75
"267" 501 3 16 16660.41
"268" 501 4 15 16333.01
"269" 501 5 21 19577.14
"270" 501 6 16 14249.19
"271" 501 7 23 24808.51
"272" 501 8 24 25074.5
"273" 501 9 23 21065.65
"274" 501 10 25 26948.29
"275" 501 11 23 24383.79
"276" 501 12 25 24303.64
"277" 502 1 13 13731.29
"278" 502 2 17 17606.52
"279" 502 3 10 10143.61
"280" 502 4 17 16344.63
"281" 502 5 20 19171.63
"282" 502 6 14 14438.29
"283" 502 7 19 18788.37
"284" 502 8 27 26436.68
"285" 502 9 21 20338.16
"286" 502 10 28 23957.2
"287" 502 11 20 18879.41
"288" 502 12 28 28279.23
"289" 503 1 16 16447.15
"290" 503 2 14 14182.09
"291" 503 3 15 12924.81
"292" 503 4 21 21090.59
"293" 503 5 21 20383.38
"294" 503 6 30 29066.79
"295" 503 7 20 17836.5
"296" 503 8 17 15127.26
"297" 503 9 29 26846.46
"298" 503 10 23 24121.76
"299" 503 11 15 15066.8
"300" 503 12 29 29074.28
"301" 504 1 19 19090.39
"302" 504 2 21 21096.34
"303" 504 3 19 17796.69
"304" 504 4 19 19726.67
"305" 504 5 15 14490.16
"306" 504 6 28 28178.05
"307" 504 7 22 21403.81
"308" 504 8 28 26662.34
"309" 504 9 18 18653
"310" 504 10 21 20718.63
"311" 504 11 22 21736.4
"312" 504 12 28 26237.13
"313" 505 1 16 16232.16
"314" 505 2 25 23458.12
"315" 505 3 16 16092.49
"316" 505 4 15 15081.86
"317" 505 5 18 16852.48
"318" 505 6 25 25366.52
"319" 505 7 34 33893.05
"320" 505 8 27 26860.74
"321" 505 9 26 26596.11
"322" 505 10 27 26389.04
"323" 505 11 26 25652.45
"324" 505 12 33 31164.3
"325" 506 1 16 16714.65
"326" 506 2 11 9777.71
"327" 506 3 22 19702.64
"328" 506 4 18 16688.54
"329" 506 5 25 23464.06
"330" 506 6 32 30883.92
"331" 506 7 27 25579.16
"332" 506 8 25 23615.18
"333" 506 9 19 17774.43
"334" 506 10 29 29866.4
"335" 506 11 40 38334.98
"336" 506 12 28 28037.76
"337" 600 1 8 8247.94
"338" 600 2 11 11537.05
"339" 600 3 9 9160.89
"340" 600 4 12 12420.96
"341" 600 5 NA NA
"342" 600 6 12 11528.85
"343" 600 7 22 22304.9
"344" 600 8 12 11997.26
"345" 600 9 19 20249.21
"346" 600 10 16 14980.38
"347" 600 11 NA NA
"348" 600 12 23 23350.4
"349" 601 1 11 10714.97
"350" 601 2 9 9033.56
"351" 601 3 NA NA
"352" 601 4 14 13868.66
"353" 601 5 14 14162.22
"354" 601 6 14 15604.83
"355" 601 7 23 22127.06
"356" 601 8 10 9892.59
"357" 601 9 12 11896.69
"358" 601 10 27 26914.73
"359" 601 11 23 22366.39
"360" 601 12 35 34530.57
"361" 602 1 8 8537.08
"362" 602 2 8 8623.68
"363" 602 3 18 17871.7
"364" 602 4 21 21980.57
"365" 602 5 13 13012.4
"366" 602 6 13 13369.56
"367" 602 7 18 17126.96
"368" 602 8 13 12973.36
"369" 602 9 17 17272.85
"370" 602 10 18 18986.1
"371" 602 11 33 31932.64
"372" 602 12 16 16349.09
"373" 603 1 11 9940.13
"374" 603 2 15 15265.86
"375" 603 3 11 10200.1
"376" 603 4 19 18733.57
"377" 603 5 24 22719.64
"378" 603 6 13 13170.92
"379" 603 7 16 16517.42
"380" 603 8 13 13569.25
"381" 603 9 22 20409.85
"382" 603 10 20 19984.08
"383" 603 11 19 18990.35
"384" 603 12 18 17627.43
"385" 604 1 11 11050.88
"386" 604 2 13 12758.9
"387" 604 3 16 16106.11
"388" 604 4 20 20740.99
"389" 604 5 18 15874.98
"390" 604 6 9 9481.06
"391" 604 7 21 20685.96
"392" 604 8 21 20971.49
"393" 604 9 19 18751.27
"394" 604 10 16 14804.78
"395" 604 11 25 23591.32
"396" 604 12 22 21744
"397" 700 1 7 6947.4
"398" 700 2 7 6894.61
"399" 700 3 10 9396.48
"400" 700 4 7 7150.29
"401" 700 5 8 8810.32
"402" 700 6 14 13205.94
"403" 700 7 15 15714.47
"404" 700 8 23 21958.88
"405" 700 9 10 10234.52
"406" 700 10 20 18849.32
"407" 700 11 25 25046.75
"408" 700 12 17 16646.39
"409" 701 1 8 8409.95
"410" 701 2 11 11267.26
"411" 701 3 9 9706.49
"412" 701 4 15 14536.99
"413" 701 5 10 9223.27
"414" 701 6 15 17267.59
"415" 701 7 19 20134.28
"416" 701 8 19 18006.41
"417" 701 9 21 19865.21
"418" 701 10 15 14693.15
"419" 701 11 11 11556.48
"420" 701 12 14 13791.49
"421" 702 1 7 6891.36
"422" 702 2 6 6721.98
"423" 702 3 13 11870.29
"424" 702 4 8 8254.1
"425" 702 5 21 21841.02
"426" 702 6 12 11118.85
"427" 702 7 19 18221.92
"428" 702 8 18 17617.13
"429" 702 9 19 17714.81
"430" 702 10 25 25159.49
"431" 702 11 14 14376.67
"432" 702 12 18 17166.97
"433" 703 1 20 19371.55
"434" 703 2 11 10461.33
"435" 703 3 12 13024.25
"436" 703 4 11 10360.3
"437" 703 5 16 15101.34
"438" 703 6 19 19164.3
"439" 703 7 20 19523.41
"440" 703 8 14 13378.36
"441" 703 9 18 18786.78
"442" 703 10 24 22466.62
"443" 703 11 24 24759.67
"444" 703 12 16 16209.64
"445" 704 1 12 11554.67
"446" 704 2 15 14127.69
"447" 704 3 15 14294.99
"448" 704 4 18 16662.02
"449" 704 5 14 14490.27
"450" 704 6 19 19146.9
"451" 704 7 20 18615.04
"452" 704 8 17 17347.07
"453" 704 9 24 22152.9
"454" 704 10 27 24106.25
"455" 704 11 20 20062.6
"456" 704 12 20 21043.13
"457" 705 1 19 18347.15
"458" 705 2 19 17346.46
"459" 705 3 20 19804.22
"460" 705 4 17 16256.7
"461" 705 5 20 18347.91
"462" 705 6 11 11789.93
"463" 705 7 22 21398.75
"464" 705 8 24 21797.29
"465" 705 9 30 27346.23
"466" 705 10 23 21098.95
"467" 705 11 21 19595.47
"468" 705 12 25 25327.47
"469" 706 1 11 10432.45
"470" 706 2 18 16648.14
"471" 706 3 14 12219.36
"472" 706 4 19 15517.45
"473" 706 5 27 25528.76
"474" 706 6 NA NA
"475" 706 7 19 17692.4
"476" 706 8 19 17272.61
"477" 706 9 19 19090.67
"478" 706 10 20 17623.33
"479" 706 11 25 24283.38
"480" 706 12 24 22319.8
"481" 800 1 8 8948.7
"482" 800 2 13 13907.71
"483" 800 3 11 9737.8
"484" 800 4 16 16781.25
"485" 800 5 9 8998.13
"486" 800 6 16 16076.42
"487" 800 7 24 23155.31
"488" 800 8 17 16200.3
"489" 800 9 16 16047.37
"490" 800 10 20 20099.13
"491" 800 11 25 25466.1
"492" 800 12 23 24883.28
"493" 801 1 13 11700.54
"494" 801 2 20 21082.27
"495" 801 3 15 15860.18
"496" 801 4 26 26881.31
"497" 801 5 20 21668.41
"498" 801 6 16 16129.95
"499" 801 7 16 16280.41
"500" 801 8 27 24692.24
"501" 801 9 24 23435.83
"502" 801 10 NA NA
"503" 801 11 19 19031.27
"504" 801 12 27 26467.74
"505" 802 1 8 7589.91
"506" 802 2 11 11203.32
"507" 802 3 12 12249.3
"508" 802 4 16 15088.71
"509" 802 5 7 7192.77
"510" 802 6 19 17214.03
"511" 802 7 19 19216.5
"512" 802 8 25 23543.04
"513" 802 9 26 26140.47
"514" 802 10 25 24020.65
"515" 802 11 14 14293.51
"516" 802 12 27 27158.08
"517" 803 1 8 7834.94
"518" 803 2 5 5262.31
"519" 803 3 18 18457.4
"520" 803 4 14 12979.85
"521" 803 5 28 28086.31
"522" 803 6 27 27232.8
"523" 803 7 17 16951.02
"524" 803 8 25 24750.25
"525" 803 9 17 17468.89
"526" 803 10 21 19639.2
"527" 803 11 20 18939.75
"528" 803 12 21 21079.27
"529" 804 1 9 8018.96
"530" 804 2 11 11904.87
"531" 804 3 11 11909.62
"532" 804 4 17 17541.55
"533" 804 5 21 19897.99
"534" 804 6 23 22095.12
"535" 804 7 20 19943.09
"536" 804 8 26 25451.4
"537" 804 9 25 22953.36
"538" 804 10 22 21333.24
"539" 804 11 29 28744.36
"540" 804 12 32 31194.06
"541" 900 1 8 8408.83
"542" 900 2 12 11569.89
"543" 900 3 8 8857.48
"544" 900 4 6 6703.96
"545" 900 5 16 15895.71
"546" 900 6 19 19905.07
"547" 900 7 15 14030.01
"548" 900 8 7 7418.69
"549" 900 9 18 16947.19
"550" 900 10 16 15788.27
"551" 900 11 24 24660.49
"552" 900 12 23 24000.83
"553" 901 1 12 11944.44
"554" 901 2 7 7609
"555" 901 3 14 12783.15
"556" 901 4 16 15870.27
"557" 901 5 17 16694.15
"558" 901 6 14 13827.83
"559" 901 7 18 17806.1
"560" 901 8 31 30690.44
"561" 901 9 21 22359.68
"562" 901 10 17 16223.57
"563" 901 11 23 22331.18
"564" 901 12 23 24376.31
"565" 902 1 7 7238.4
"566" 902 2 11 11245.8
"567" 902 3 18 17627.18
"568" 902 4 22 22372.95
"569" 902 5 13 13317.61
"570" 902 6 18 17169.26
"571" 902 7 20 20000.94
"572" 902 8 18 17207.08
"573" 902 9 12 10846.92
"574" 902 10 22 21977.4
"575" 902 11 20 18806.8
"576" 902 12 17 16966.18
"577" 903 1 8 8524.94
"578" 903 2 16 15948.38
"579" 903 3 15 15259.04
"580" 903 4 15 13869.66
"581" 903 5 15 13722.47
"582" 903 6 11 10691.45
"583" 903 7 16 15713.86
"584" 903 8 14 12345.86
"585" 903 9 NA NA
"586" 903 10 22 22483.08
"587" 903 11 18 17989.51
"588" 903 12 23 21338.54
"589" 904 1 18 17551.7
"590" 904 2 10 9479.63
"591" 904 3 14 13126.43
"592" 904 4 8 7582.88
"593" 904 5 18 17489.53
"594" 904 6 19 18505.34
"595" 904 7 11 11705.77
"596" 904 8 19 16780.67
"597" 904 9 26 25004.35
"598" 904 10 21 19070.74
"599" 904 11 22 20280.29
"600" 904 12 18 17913.03
"601" 905 1 11 10888.36
"602" 905 2 19 18026.62
"603" 905 3 11 9751.47
"604" 905 4 20 18780.38
"605" 905 5 24 24413.76
"606" 905 6 11 11872.49
"607" 905 7 25 24848.92
"608" 905 8 25 22459.84
"609" 905 9 25 23784.96
"610" 905 10 28 25272.06
"611" 905 11 22 20944.44
"612" 905 12 37 35652.68
"613" 906 1 14 13189.01
"614" 906 2 20 19781.98
"615" 906 3 17 16591.7
"616" 906 4 29 28546.96
"617" 906 5 21 19413.12
"618" 906 6 18 17161.42
"619" 906 7 23 22891.81
"620" 906 8 19 16994.62
"621" 906 9 21 20108.57
"622" 906 10 23 22627.04
"623" 906 11 21 20490.24
"624" 906 12 28 27466.71
"625" 907 1 15 14501.96
"626" 907 2 22 22088.81
"627" 907 3 17 14918.04
"628" 907 4 19 18100
"629" 907 5 22 20861.25
"630" 907 6 15 15529.64
"631" 907 7 24 24085.09
"632" 907 8 19 17816.66
"633" 907 9 19 16208.65
"634" 907 10 27 25191.53
"635" 907 11 27 26012.06
"636" 907 12 26 23890.82
"637" 908 1 NA NA
"638" 908 2 19 17573.34
"639" 908 3 21 19209.93
"640" 908 4 21 19258.47
"641" 908 5 29 25121.55
"642" 908 6 24 20892.45
"643" 908 7 26 23665.94
"644" 908 8 25 22634.97
"645" 908 9 27 24878.33
"646" 908 10 25 24022.05
"647" 908 11 27 26595.12
"648" 908 12 34 32262.33
"649" 1000 1 11 12606.6
"650" 1000 2 9 9211.44
"651" 1000 3 14 14998.95
"652" 1000 4 13 13421.48
"653" 1000 5 14 14185.69
"654" 1000 6 10 10011.67
"655" 1000 7 25 25031.2
"656" 1000 8 11 11536.65
"657" 1000 9 19 18125.41
"658" 1000 10 15 14389.51
"659" 1000 11 20 19642.69
"660" 1000 12 17 16631.28
"661" 1001 1 12 11899.99
"662" 1001 2 9 8498.56
"663" 1001 3 14 15211.99
"664" 1001 4 7 5756.46
"665" 1001 5 22 21034.2
"666" 1001 6 17 16294.36
"667" 1001 7 17 16700.43
"668" 1001 8 21 20812.49
"669" 1001 9 23 22280.03
"670" 1001 10 20 20448.63
"671" 1001 11 25 25228.05
"672" 1001 12 26 25341.15
"673" 1002 1 15 15230.24
"674" 1002 2 11 11173.67
"675" 1002 3 9 8549.38
"676" 1002 4 11 10683.85
"677" 1002 5 22 22018.44
"678" 1002 6 22 21818.4
"679" 1002 7 14 13740.22
"680" 1002 8 24 24219.06
"681" 1002 9 17 15717.59
"682" 1002 10 25 23363.31
"683" 1002 11 14 14165.3
"684" 1002 12 24 25350.43
"685" 1003 1 9 7979.37
"686" 1003 2 14 13145.36
"687" 1003 3 12 12364.07
"688" 1003 4 12 12058.38
"689" 1003 5 19 17687.1
"690" 1003 6 23 22941.26
"691" 1003 7 16 16465.22
"692" 1003 8 24 24049.34
"693" 1003 9 24 22420.29
"694" 1003 10 26 24786.01
"695" 1003 11 33 32954.6
"696" 1003 12 22 21685.9
"697" 1004 1 17 16372.01
"698" 1004 2 16 15895.15
"699" 1004 3 10 9460.65
"700" 1004 4 16 16449.24
"701" 1004 5 19 18972.9
"702" 1004 6 21 19785.5
"703" 1004 7 21 20163.27
"704" 1004 8 18 16408.85
"705" 1004 9 26 25189.65
"706" 1004 10 25 25127.97
"707" 1004 11 21 19229.34
"708" 1004 12 24 23182.71
"709" 1005 1 15 13790.83
"710" 1005 2 16 15662.15
"711" 1005 3 18 16327.75
"712" 1005 4 9 8866.87
"713" 1005 5 13 12786.46
"714" 1005 6 25 26448.41
"715" 1005 7 20 19218.04
"716" 1005 8 23 23080.95
"717" 1005 9 20 19985.47
"718" 1005 10 13 12030.27
"719" 1005 11 31 29640.32
"720" 1005 12 26 25174.78
"721" 1006 1 20 18879.32
"722" 1006 2 13 12167.14
"723" 1006 3 21 19673.86
"724" 1006 4 20 19159.83
"725" 1006 5 16 16507.92
"726" 1006 6 14 13778.78
"727" 1006 7 19 17183.47
"728" 1006 8 17 15767.68
"729" 1006 9 17 15315.13
"730" 1006 10 21 20166.92
"731" 1006 11 28 26528.94
"732" 1006 12 22 19967.56
"733" 1007 1 16 15208.46
"734" 1007 2 21 19122.33
"735" 1007 3 16 15187.28
"736" 1007 4 24 23511.12
"737" 1007 5 24 24596.91
"738" 1007 6 22 21635.05
"739" 1007 7 16 14758.98
"740" 1007 8 21 19824.95
"741" 1007 9 20 20218.71
"742" 1007 10 29 27940.02
"743" 1007 11 31 29734.09
"744" 1007 12 30 27276.47
"745" 1100 1 14 13898.08
"746" 1100 2 14 14095.38
"747" 1100 3 21 21163.8
"748" 1100 4 8 8828.29
"749" 1100 5 24 27166.8
"750" 1100 6 18 17830.53
"751" 1100 7 20 19780.18
"752" 1100 8 18 17904.21
"753" 1100 9 23 23139.71
"754" 1100 10 29 29553.36
"755" 1100 11 NA NA
"756" 1100 12 25 25728.27
"757" 1101 1 17 18351.57
"758" 1101 2 17 16945.64
"759" 1101 3 12 12063.13
"760" 1101 4 15 15625.45
"761" 1101 5 14 13381.86
"762" 1101 6 21 21421.91
"763" 1101 7 16 14861.53
"764" 1101 8 21 21180.15
"765" 1101 9 35 35280.15
"766" 1101 10 23 22969.26
"767" 1101 11 22 20880.56
"768" 1101 12 34 33425.82
"769" 1102 1 17 17383.28
"770" 1102 2 20 20339.28
"771" 1102 3 6 5952.82
"772" 1102 4 9 8443.72
"773" 1102 5 18 16565.96
"774" 1102 6 18 18824.83
"775" 1102 7 20 21364.3
"776" 1102 8 18 18122.84
"777" 1102 9 25 24651.84
"778" 1102 10 20 18880.42
"779" 1102 11 24 24761.29
"780" 1102 12 30 29900.29
"781" 1103 1 10 9800.4
"782" 1103 2 17 17436.1
"783" 1103 3 17 16794.4
"784" 1103 4 11 10268.37
"785" 1103 5 24 23625.55
"786" 1103 6 18 19075.73
"787" 1103 7 18 16277.41
"788" 1103 8 21 22257.28
"789" 1103 9 22 22117.41
"790" 1103 10 32 32278.23
"791" 1103 11 19 18936.17
"792" 1103 12 19 17842.63
"793" 1104 1 13 11664.52
"794" 1104 2 17 16539.76
"795" 1104 3 17 16557.11
"796" 1104 4 21 20712.75
"797" 1104 5 31 31299.27
"798" 1104 6 18 18380.16
"799" 1104 7 18 18778.63
"800" 1104 8 26 26242.36
"801" 1104 9 26 24562.77
"802" 1104 10 25 24064.02
"803" 1104 11 14 13924.02
"804" 1104 12 16 15072.11
"805" 1200 1 8 9304.12
"806" 1200 2 22 22531.2
"807" 1200 3 20 20431.6
"808" 1200 4 11 10956.75
"809" 1200 5 13 11442.92
"810" 1200 6 18 18542.62
"811" 1200 7 17 18225.77
"812" 1200 8 18 18064.35
"813" 1200 9 20 21342.14
"814" 1200 10 20 18541.74
"815" 1200 11 17 16110.63
"816" 1200 12 18 18084.22
"817" 1201 1 15 14392.39
"818" 1201 2 11 11576.96
"819" 1201 3 11 11825.95
"820" 1201 4 10 10317.18
"821" 1201 5 11 10125
"822" 1201 6 19 19610.94
"823" 1201 7 16 13774.26
"824" 1201 8 24 22628.07
"825" 1201 9 30 29070.59
"826" 1201 10 19 17837.57
"827" 1201 11 14 12543.25
"828" 1201 12 27 25758.56
"829" 1202 1 11 11308.46
"830" 1202 2 12 11093.48
"831" 1202 3 9 9974.77
"832" 1202 4 15 15751.21
"833" 1202 5 19 18193.02
"834" 1202 6 10 10141.29
"835" 1202 7 23 22768.17
"836" 1202 8 12 11923.77
"837" 1202 9 24 23005.82
"838" 1202 10 16 14756.35
"839" 1202 11 20 19280.48
"840" 1202 12 32 31928.48
"841" 1203 1 11 10963.82
"842" 1203 2 5 5566.7
"843" 1203 3 20 20276.8
"844" 1203 4 13 11668.91
"845" 1203 5 18 17770.34
"846" 1203 6 11 10671.77
"847" 1203 7 24 24491.93
"848" 1203 8 10 9684.29
"849" 1203 9 18 18228.41
"850" 1203 10 18 17561.98
"851" 1203 11 25 25251.95
"852" 1203 12 20 19482.95
"853" 1300 1 12 11853.6
"854" 1300 2 9 9793
"855" 1300 3 7 7085.85
"856" 1300 4 13 13543.64
"857" 1300 5 14 13556.92
"858" 1300 6 6 6185.21
"859" 1300 7 18 17447.69
"860" 1300 8 12 10742.51
"861" 1300 9 17 16899.61
"862" 1300 10 23 20467.62
"863" 1300 11 24 22643.34
"864" 1300 12 25 26769.16
"865" 1301 1 10 9716.18
"866" 1301 2 13 12035.33
"867" 1301 3 9 10151.4
"868" 1301 4 12 12486.69
"869" 1301 5 14 12557.96
"870" 1301 6 18 19937.86
"871" 1301 7 24 24349.91
"872" 1301 8 16 15011.28
"873" 1301 9 24 24190.88
"874" 1301 10 25 23532.65
"875" 1301 11 16 16705.8
"876" 1301 12 17 16386.63
"877" 1302 1 9 9690.62
"878" 1302 2 11 11598.78
"879" 1302 3 11 9452.1
"880" 1302 4 14 13697.33
"881" 1302 5 16 15818.57
"882" 1302 6 16 15995.35
"883" 1302 7 18 19158.31
"884" 1302 8 15 16029.55
"885" 1302 9 12 12167.71
"886" 1302 10 21 20916.05
"887" 1302 11 15 14752.55
"888" 1302 12 28 27184.26
"889" 1400 1 16 16502.88
"890" 1400 2 12 11262.14
"891" 1400 3 12 12894.51
"892" 1400 4 17 16652.6
"893" 1400 5 24 22814.48
"894" 1400 6 20 22225.34
"895" 1400 7 13 13579.7
"896" 1400 8 18 17570
"897" 1400 9 17 17304.95
"898" 1400 10 21 19724.12
"899" 1400 11 20 20003.23
"900" 1400 12 27 28150.98
"901" 1401 1 17 18322.38
"902" 1401 2 7 6599.68
"903" 1401 3 15 17534.1
"904" 1401 4 22 22466.28
"905" 1401 5 19 20546.53
"906" 1401 6 15 14928.75
"907" 1401 7 21 21981.06
"908" 1401 8 14 14305.93
"909" 1401 9 23 23103.49
"910" 1401 10 18 18462.26
"911" 1401 11 27 28376.3
"912" 1401 12 11 11102.32
"913" 1402 1 16 16011.23
"914" 1402 2 9 8513.43
"915" 1402 3 14 13516.34
