"EmpID" "Month" "TotSales"
"358" 601 10 26914.73
"359" 601 11 22366.39
"360" 601 12 34530.57
"361" 602 1 8537.08
"362" 602 2 8623.68
"363" 602 3 17871.7
"364" 602 4 21980.57
"365" 602 5 13012.4
"366" 602 6 13369.56
"367" 602 7 17126.96
"368" 602 8 12973.36
"369" 602 9 17272.85
"370" 602 10 18986.1
"371" 602 11 31932.64
"372" 602 12 16349.09
"373" 603 1 9940.13
"374" 603 2 15265.86
"375" 603 3 10200.1
"376" 603 4 18733.57
"377" 603 5 22719.64
"378" 603 6 13170.92
"379" 603 7 16517.42
"380" 603 8 13569.25
"381" 603 9 20409.85
"382" 603 10 19984.08
"383" 603 11 18990.35
"384" 603 12 17627.43
"385" 604 1 11050.88
"386" 604 2 12758.9
"387" 604 3 16106.11
"388" 604 4 20740.99
"389" 604 5 15874.98
"390" 604 6 9481.06
"391" 604 7 20685.96
"392" 604 8 20971.49
"393" 604 9 18751.27
"394" 604 10 14804.78
"395" 604 11 23591.32
"396" 604 12 21744
"397" 700 1 6947.4
"398" 700 2 6894.61
"399" 700 3 9396.48
"400" 700 4 7150.29
"401" 700 5 8810.32
"402" 700 6 13205.94
"403" 700 7 15714.47
"404" 700 8 21958.88
"405" 700 9 10234.52
"406" 700 10 18849.32
"407" 700 11 25046.75
"408" 700 12 16646.39
"409" 701 1 8409.95
"410" 701 2 11267.26
"411" 701 3 9706.49
"412" 701 4 14536.99
"413" 701 5 9223.27
"414" 701 6 17267.59
"415" 701 7 20134.28
"416" 701 8 18006.41
"417" 701 9 19865.21
"418" 701 10 14693.15
"419" 701 11 11556.48
"420" 701 12 13791.49
"421" 702 1 6891.36
"422" 702 2 6721.98
"423" 702 3 11870.29
"424" 702 4 8254.1
"425" 702 5 21841.02
"426" 702 6 11118.85
"427" 702 7 18221.92
"428" 702 8 17617.13
"429" 702 9 17714.81
"430" 702 10 25159.49
"431" 702 11 14376.67
"432" 702 12 17166.97
"433" 703 1 19371.55
"434" 703 2 10461.33
"435" 703 3 13024.25
"436" 703 4 10360.3
"437" 703 5 15101.34
"438" 703 6 19164.3
"439" 703 7 19523.41
"440" 703 8 13378.36
"441" 703 9 18786.78
"442" 703 10 22466.62
"443" 703 11 24759.67
"444" 703 12 16209.64
"445" 704 1 11554.67
"446" 704 2 14127.69
"447" 704 3 14294.99
"448" 704 4 16662.02
"449" 704 5 14490.27
"450" 704 6 19146.9
"451" 704 7 18615.04
"452" 704 8 17347.07
"453" 704 9 22152.9
"454" 704 10 24106.25
"455" 704 11 20062.6
"456" 704 12 21043.13
"457" 705 1 18347.15
"458" 705 2 17346.46
"459" 705 3 19804.22
"460" 705 4 16256.7
"461" 705 5 18347.91
"462" 705 6 11789.93
"463" 705 7 21398.75
"464" 705 8 21797.29
"465" 705 9 27346.23
"466" 705 10 21098.95
"467" 705 11 19595.47
"468" 705 12 25327.47
"469" 706 1 10432.45
"470" 706 2 16648.14
"471" 706 3 12219.36
"472" 706 4 15517.45
"473" 706 5 25528.76
"474" 706 6 NA
"475" 706 7 17692.4
"476" 706 8 17272.61
"477" 706 9 19090.67
"478" 706 10 17623.33
"479" 706 11 24283.38
"480" 706 12 22319.8
"481" 800 1 8948.7
"482" 800 2 13907.71
"483" 800 3 9737.8
"484" 800 4 16781.25
"485" 800 5 8998.13
"486" 800 6 16076.42
"487" 800 7 23155.31
"488" 800 8 16200.3
"489" 800 9 16047.37
"490" 800 10 20099.13
"491" 800 11 25466.1
"492" 800 12 24883.28
"493" 801 1 11700.54
"494" 801 2 21082.27
"495" 801 3 15860.18
"496" 801 4 26881.31
"497" 801 5 21668.41
"498" 801 6 16129.95
"499" 801 7 16280.41
"500" 801 8 24692.24
"501" 801 9 23435.83
"502" 801 10 NA
"503" 801 11 19031.27
"504" 801 12 26467.74
"505" 802 1 7589.91
"506" 802 2 11203.32
"507" 802 3 12249.3
"508" 802 4 15088.71
"509" 802 5 7192.77
"510" 802 6 17214.03
"511" 802 7 19216.5
"512" 802 8 23543.04
"513" 802 9 26140.47
"514" 802 10 24020.65
"515" 802 11 14293.51
"516" 802 12 27158.08
"517" 803 1 7834.94
"518" 803 2 5262.31
"519" 803 3 18457.4
"520" 803 4 12979.85
"521" 803 5 28086.31
"522" 803 6 27232.8
"523" 803 7 16951.02
"524" 803 8 24750.25
"525" 803 9 17468.89
"526" 803 10 19639.2
"527" 803 11 18939.75
"528" 803 12 21079.27
"529" 804 1 8018.96
"530" 804 2 11904.87
"531" 804 3 11909.62
"532" 804 4 17541.55
"533" 804 5 19897.99
"534" 804 6 22095.12
"535" 804 7 19943.09
"536" 804 8 25451.4
"537" 804 9 22953.36
"538" 804 10 21333.24
"539" 804 11 28744.36
"540" 804 12 31194.06
"541" 900 1 8408.83
"542" 900 2 11569.89
"543" 900 3 8857.48
"544" 900 4 6703.96
"545" 900 5 15895.71
"546" 900 6 19905.07
"547" 900 7 14030.01
"548" 900 8 7418.69
"549" 900 9 16947.19
"550" 900 10 15788.27
"551" 900 11 24660.49
"552" 900 12 24000.83
"553" 901 1 11944.44
"554" 901 2 7609
"555" 901 3 12783.15
"556" 901 4 15870.27
"557" 901 5 16694.15
"558" 901 6 13827.83
"559" 901 7 17806.1
"560" 901 8 30690.44
"561" 901 9 22359.68
"562" 901 10 16223.57
"563" 901 11 22331.18
"564" 901 12 24376.31
"565" 902 1 7238.4
"566" 902 2 11245.8
"567" 902 3 17627.18
"568" 902 4 22372.95
"569" 902 5 13317.61
"570" 902 6 17169.26
"571" 902 7 20000.94
"572" 902 8 17207.08
"573" 902 9 10846.92
"574" 902 10 21977.4
"575" 902 11 18806.8
"576" 902 12 16966.18
"577" 903 1 8524.94
"578" 903 2 15948.38
"579" 903 3 15259.04
"580" 903 4 13869.66
"581" 903 5 13722.47
"582" 903 6 10691.45
"583" 903 7 15713.86
"584" 903 8 12345.86
"585" 903 9 NA
"586" 903 10 22483.08
"587" 903 11 17989.51
"588" 903 12 21338.54
"589" 904 1 17551.7
"590" 904 2 9479.63
"591" 904 3 13126.43
"592" 904 4 7582.88
"593" 904 5 17489.53
"594" 904 6 18505.34
"595" 904 7 11705.77
"596" 904 8 16780.67
"597" 904 9 25004.35
"598" 904 10 19070.74
"599" 904 11 20280.29
"600" 904 12 17913.03
"601" 905 1 10888.36
"602" 905 2 18026.62
"603" 905 3 9751.47
"604" 905 4 18780.38
"605" 905 5 24413.76
"606" 905 6 11872.49
"607" 905 7 24848.92
"608" 905 8 22459.84
"609" 905 9 23784.96
"610" 905 10 25272.06
"611" 905 11 20944.44
"612" 905 12 35652.68
"613" 906 1 13189.01
"614" 906 2 19781.98
"615" 906 3 16591.7
"616" 906 4 28546.96
"617" 906 5 19413.12
"618" 906 6 17161.42
"619" 906 7 22891.81
"620" 906 8 16994.62
"621" 906 9 20108.57
"622" 906 10 22627.04
"623" 906 11 20490.24
"624" 906 12 27466.71
"625" 907 1 14501.96
"626" 907 2 22088.81
"627" 907 3 14918.04
"628" 907 4 18100
"629" 907 5 20861.25
"630" 907 6 15529.64
"631" 907 7 24085.09
"632" 907 8 17816.66
"633" 907 9 16208.65
"634" 907 10 25191.53
"635" 907 11 26012.06
"636" 907 12 23890.82
"637" 908 1 NA
"638" 908 2 17573.34
"639" 908 3 19209.93
"640" 908 4 19258.47
"641" 908 5 25121.55
"642" 908 6 20892.45
"643" 908 7 23665.94
"644" 908 8 22634.97
"645" 908 9 24878.33
"646" 908 10 24022.05
"647" 908 11 26595.12
"648" 908 12 32262.33
"649" 1000 1 12606.6
"650" 1000 2 9211.44
"651" 1000 3 14998.95
"652" 1000 4 13421.48
"653" 1000 5 14185.69
"654" 1000 6 10011.67
"655" 1000 7 25031.2
"656" 1000 8 11536.65
"657" 1000 9 18125.41
"658" 1000 10 14389.51
"659" 1000 11 19642.69
"660" 1000 12 16631.28
"661" 1001 1 11899.99
"662" 1001 2 8498.56
"663" 1001 3 15211.99
"664" 1001 4 5756.46
"665" 1001 5 21034.2
"666" 1001 6 16294.36
"667" 1001 7 16700.43
"668" 1001 8 20812.49
"669" 1001 9 22280.03
"670" 1001 10 20448.63
"671" 1001 11 25228.05
"672" 1001 12 25341.15
"673" 1002 1 15230.24
"674" 1002 2 11173.67
"675" 1002 3 8549.38
"676" 1002 4 10683.85
"677" 1002 5 22018.44
"678" 1002 6 21818.4
"679" 1002 7 13740.22
"680" 1002 8 24219.06
"681" 1002 9 15717.59
"682" 1002 10 23363.31
"683" 1002 11 14165.3
"684" 1002 12 25350.43
"685" 1003 1 7979.37
"686" 1003 2 13145.36
"687" 1003 3 12364.07
"688" 1003 4 12058.38
"689" 1003 5 17687.1
"690" 1003 6 22941.26
"691" 1003 7 16465.22
"692" 1003 8 24049.34
"693" 1003 9 22420.29
"694" 1003 10 24786.01
"695" 1003 11 32954.6
"696" 1003 12 21685.9
"697" 1004 1 16372.01
"698" 1004 2 15895.15
"699" 1004 3 9460.65
"700" 1004 4 16449.24
"701" 1004 5 18972.9
"702" 1004 6 19785.5
"703" 1004 7 20163.27
"704" 1004 8 16408.85
"705" 1004 9 25189.65
"706" 1004 10 25127.97
"707" 1004 11 19229.34
"708" 1004 12 23182.71
"709" 1005 1 13790.83
"710" 1005 2 15662.15
"711" 1005 3 16327.75
"712" 1005 4 8866.87
"713" 1005 5 12786.46
"714" 1005 6 26448.41
"715" 1005 7 19218.04
"716" 1005 8 23080.95
"717" 1005 9 19985.47
"718" 1005 10 12030.27
"719" 1005 11 29640.32
"720" 1005 12 25174.78
"721" 1006 1 18879.32
"722" 1006 2 12167.14
"723" 1006 3 19673.86
"724" 1006 4 19159.83
"725" 1006 5 16507.92
"726" 1006 6 13778.78
"727" 1006 7 17183.47
"728" 1006 8 15767.68
"729" 1006 9 15315.13
"730" 1006 10 20166.92
"731" 1006 11 26528.94
"732" 1006 12 19967.56
"733" 1007 1 15208.46
"734" 1007 2 19122.33
"735" 1007 3 15187.28
"736" 1007 4 23511.12
"737" 1007 5 24596.91
"738" 1007 6 21635.05
"739" 1007 7 14758.98
"740" 1007 8 19824.95
"741" 1007 9 20218.71
"742" 1007 10 27940.02
"743" 1007 11 29734.09
"744" 1007 12 27276.47
"745" 1100 1 13898.08
"746" 1100 2 14095.38
"747" 1100 3 21163.8
"748" 1100 4 8828.29
"749" 1100 5 27166.8
"750" 1100 6 17830.53
"751" 1100 7 19780.18
"752" 1100 8 17904.21
"753" 1100 9 23139.71
"754" 1100 10 29553.36
"755" 1100 11 NA
"756" 1100 12 25728.27
"757" 1101 1 18351.57
"758" 1101 2 16945.64
"759" 1101 3 12063.13
"760" 1101 4 15625.45
"761" 1101 5 13381.86
"762" 1101 6 21421.91
"763" 1101 7 14861.53
"764" 1101 8 21180.15
"765" 1101 9 35280.15
"766" 1101 10 22969.26
"767" 1101 11 20880.56
"768" 1101 12 33425.82
"769" 1102 1 17383.28
"770" 1102 2 20339.28
"771" 1102 3 5952.82
"772" 1102 4 8443.72
"773" 1102 5 16565.96
"774" 1102 6 18824.83
"775" 1102 7 21364.3
"776" 1102 8 18122.84
"777" 1102 9 24651.84
"778" 1102 10 18880.42
"779" 1102 11 24761.29
"780" 1102 12 29900.29
"781" 1103 1 9800.4
"782" 1103 2 17436.1
"783" 1103 3 16794.4
"784" 1103 4 10268.37
"785" 1103 5 23625.55
"786" 1103 6 19075.73
"787" 1103 7 16277.41
"788" 1103 8 22257.28
"789" 1103 9 22117.41
"790" 1103 10 32278.23
"791" 1103 11 18936.17
"792" 1103 12 17842.63
"793" 1104 1 11664.52
"794" 1104 2 16539.76
"795" 1104 3 16557.11
"796" 1104 4 20712.75
"797" 1104 5 31299.27
"798" 1104 6 18380.16
"799" 1104 7 18778.63
"800" 1104 8 26242.36
"801" 1104 9 24562.77
"802" 1104 10 24064.02
"803" 1104 11 13924.02
"804" 1104 12 15072.11
"805" 1200 1 9304.12
"806" 1200 2 22531.2
"807" 1200 3 20431.6
"808" 1200 4 10956.75
"809" 1200 5 11442.92
"810" 1200 6 18542.62
"811" 1200 7 18225.77
"812" 1200 8 18064.35
"813" 1200 9 21342.14
"814" 1200 10 18541.74
"815" 1200 11 16110.63
"816" 1200 12 18084.22
"817" 1201 1 14392.39
"818" 1201 2 11576.96
"819" 1201 3 11825.95
"820" 1201 4 10317.18
"821" 1201 5 10125
"822" 1201 6 19610.94
"823" 1201 7 13774.26
"824" 1201 8 22628.07
"825" 1201 9 29070.59
"826" 1201 10 17837.57
"827" 1201 11 12543.25
"828" 1201 12 25758.56
"829" 1202 1 11308.46
"830" 1202 2 11093.48
"831" 1202 3 9974.77
"832" 1202 4 15751.21
"833" 1202 5 18193.02
"834" 1202 6 10141.29
"835" 1202 7 22768.17
"836" 1202 8 11923.77
"837" 1202 9 23005.82
"838" 1202 10 14756.35
"839" 1202 11 19280.48
"840" 1202 12 31928.48
"841" 1203 1 10963.82
"842" 1203 2 5566.7
"843" 1203 3 20276.8
"844" 1203 4 11668.91
"845" 1203 5 17770.34
"846" 1203 6 10671.77
"847" 1203 7 24491.93
"848" 1203 8 9684.29
"849" 1203 9 18228.41
"850" 1203 10 17561.98
"851" 1203 11 25251.95
"852" 1203 12 19482.95
"853" 1300 1 11853.6
"854" 1300 2 9793
"855" 1300 3 7085.85
"856" 1300 4 13543.64
"857" 1300 5 13556.92
"858" 1300 6 6185.21
"859" 1300 7 17447.69
"860" 1300 8 10742.51
"861" 1300 9 16899.61
"862" 1300 10 20467.62
"863" 1300 11 22643.34
"864" 1300 12 26769.16
"865" 1301 1 9716.18
"866" 1301 2 12035.33
"867" 1301 3 10151.4
"868" 1301 4 12486.69
"869" 1301 5 12557.96
"870" 1301 6 19937.86
"871" 1301 7 24349.91
"872" 1301 8 15011.28
"873" 1301 9 24190.88
"874" 1301 10 23532.65
"875" 1301 11 16705.8
"876" 1301 12 16386.63
"877" 1302 1 9690.62
"878" 1302 2 11598.78
"879" 1302 3 9452.1
"880" 1302 4 13697.33
"881" 1302 5 15818.57
"882" 1302 6 15995.35
"883" 1302 7 19158.31
"884" 1302 8 16029.55
"885" 1302 9 12167.71
"886" 1302 10 20916.05
"887" 1302 11 14752.55
"888" 1302 12 27184.26
"889" 1400 1 16502.88
"890" 1400 2 11262.14
"891" 1400 3 12894.51
"892" 1400 4 16652.6
"893" 1400 5 22814.48
"894" 1400 6 22225.34
"895" 1400 7 13579.7
"896" 1400 8 17570
"897" 1400 9 17304.95
"898" 1400 10 19724.12
"899" 1400 11 20003.23
"900" 1400 12 28150.98
"901" 1401 1 18322.38
"902" 1401 2 6599.68
"903" 1401 3 17534.1
"904" 1401 4 22466.28
"905" 1401 5 20546.53
"906" 1401 6 14928.75
"907" 1401 7 21981.06
"908" 1401 8 14305.93
"909" 1401 9 23103.49
"910" 1401 10 18462.26
"911" 1401 11 28376.3
"912" 1401 12 11102.32
"913" 1402 1 16011.23
"914" 1402 2 8513.43
"915" 1402 3 13516.34
"916" 1402 4 19859.18
"917" 1402 5 12148.76
"918" 1402 6 13958.04
"919" 1402 7 22020.3
"920" 1402 8 19558.52
"921" 1402 9 19462.12
"922" 1402 10 16921.2
"923" 1402 11 25772.15
"924" 1402 12 23003.32
"925" 1403 1 10765.09
"926" 1403 2 17951.44
"927" 1403 3 14713.93
"928" 1403 4 16050.44
"929" 1403 5 23482.75
"930" 1403 6 29827.61
"931" 1403 7 18853.29
"932" 1403 8 20448.53
"933" 1403 9 28873.27
"934" 1403 10 27762.66
"935" 1403 11 20372.38
"936" 1403 12 23762.97
"937" 1404 1 19876.86
"938" 1404 2 14273.49
"939" 1404 3 18048.54
"940" 1404 4 23431.61
"941" 1404 5 18182.55
"942" 1404 6 13811.64
"943" 1404 7 25738.17
"944" 1404 8 26245.38
"945" 1404 9 23849.76
"946" 1404 10 30208.11
"947" 1404 11 23959.11
"948" 1404 12 32926.82
"949" 1405 1 17370.19
"950" 1405 2 11437.38
"951" 1405 3 15270.44
"952" 1405 4 22126.95
"953" 1405 5 14228.14
"954" 1405 6 11797.72
"955" 1405 7 24051.94
"956" 1405 8 26430.73
"957" 1405 9 20589.09
"958" 1405 10 24721.8
"959" 1405 11 26480.9
"960" 1405 12 24201.37
"961" 1406 1 17764
"962" 1406 2 18746.65
"963" 1406 3 31953.24
"964" 1406 4 21486.61
"965" 1406 5 22334.53
"966" 1406 6 12619.16
"967" 1406 7 26554.14
"968" 1406 8 27095.05
"969" 1406 9 22261.07
"970" 1406 10 25727.68
"971" 1406 11 31352.76
"972" 1406 12 25267.61
"973" 1407 1 10353.85
"974" 1407 2 17447.21
"975" 1407 3 19812.62
"976" 1407 4 27793.78
"977" 1407 5 31839.23
"978" 1407 6 28445.09
"979" 1407 7 22313.2
"980" 1407 8 31091.16
"981" 1407 9 26088.23
"982" 1407 10 26321.95
"983" 1407 11 26505.59
"984" 1407 12 35584.07
"985" 1500 1 15384.15
"986" 1500 2 5578.1
"987" 1500 3 18066.24
"988" 1500 4 11418.42
"989" 1500 5 21012.79
"990" 1500 6 15747.28
"991" 1500 7 13497.57
"992" 1500 8 17460.55
"993" 1500 9 10353.54
"994" 1500 10 14029.72
"995" 1500 11 26321.82
"996" 1500 12 17127.39
"997" 1501 1 21761.33
"998" 1501 2 18519.58
"999" 1501 3 21572.95
"1000" 1501 4 17668.9
"1001" 1501 5 17937.62
"1002" 1501 6 22440.73
"1003" 1501 7 20244.39
"1004" 1501 8 27118.94
"1005" 1501 9 23571.45
"1006" 1501 10 13986.87
"1007" 1501 11 30093.81
"1008" 1501 12 31882.02
"1009" 1502 1 10066.03
"1010" 1502 2 8814.11
"1011" 1502 3 18712.09
"1012" 1502 4 13999.01
"1013" 1502 5 18158.4
"1014" 1502 6 13017.59
"1015" 1502 7 21256.45
"1016" 1502 8 20123.82
"1017" 1502 9 18485.21
"1018" 1502 10 20165.67
"1019" 1502 11 25705.82
"1020" 1502 12 29959.75
"1021" 1503 1 29665.46
"1022" 1503 2 19115.86
"1023" 1503 3 11379.7
"1024" 1503 4 15830.79
"1025" 1503 5 16946.54
"1026" 1503 6 13239.45
"1027" 1503 7 21722.83
"1028" 1503 8 16908.75
"1029" 1503 9 20573.18
"1030" 1503 10 32053.58
"1031" 1503 11 23762.08
"1032" 1503 12 32732.08
"1033" 1504 1 11144.53
"1034" 1504 2 23940.44
"1035" 1504 3 20484.76
"1036" 1504 4 13915.51
"1037" 1504 5 29657.71
"1038" 1504 6 19584.94
"1039" 1504 7 21762.27
"1040" 1504 8 20310.11
"1041" 1504 9 20999
"1042" 1504 10 34175.53
"1043" 1504 11 9343.21
